Name,local_build,sat_usage,ci_build_combined,ci_state,ci_usage,cr_reviews,cr_comments,cr_changed_files,cr_changed_lines,testing_coverage,stars,forks,watchers,open_issues,closed_issues,total_issues,open_pull_requests,closed_pull_requests,merged_pull_requests,total_pull_requests,releases_count,size_kb,language,is_private,is_fork,is_archived,has_issues,created_at,updated_at,pushed_at,default_branch,commit_count,mentionable_users,unique_pr_authors,has_actions,workflow_has_test_in_name,workflow_content_mentions_test,workflow_runs_tests,has_contributing,test_files,src_files,test_ratio,closed_issue_ratio,merged_pr_ratio,closed_pr_ratio,log_unique_pr_authors,days_since_push,log_stars,log_forks,log_total_prs,log_test_files,log_commit_count,log_releases,log_mentionable_users,popularity_score,activity_score,pr_score,testing_score,community_score,maturity_score,overall_score
apache/nifi,0.0,1.0,,,0.0,44.0,38.0,254.0,4085.0,,5842.0,2896.0,189.0,0.0,0.0,0.0,23.0,8823.0,1698.0,10544.0,0.0,291506.0,Java,False,False,False,False,2014-12-12T08:00:05Z,2025-11-24T21:11:30Z,2025-11-24 21:11:25+00:00,main,11281.0,548.0,835.0,1,True,True,1,0,1911.0,6321.0,0.3023255813953488,0.0,0.16103945371775416,0.8367792109256449,6.728628613084702,1,8.672999642554437,7.9714309977693505,9.263407092912875,7.555905093611346,9.330963814299922,0.0,6.3080984415095305,0.8672619047619048,0.5484561011904763,0.6878348214285714,0.733326027729823,0.928422619047619,0.5,0.7742187837181701
apache/cloudstack,1.0,1.0,1.0,1.0,1.0,98.0,321.0,64.0,18799.0,,2703.0,1242.0,147.0,493.0,3031.0,3524.0,220.0,1883.0,5841.0,7944.0,42.0,640953.0,Java,False,False,False,True,2013-04-29T22:27:12Z,2025-11-24T15:29:43Z,2025-11-24 14:01:11+00:00,main,38232.0,458.0,431.0,1,False,True,1,1,1153.0,6503.0,0.1773027833307704,0.8601021566401816,0.7352719033232629,0.2370342396777442,6.068425588244111,2,7.902487437162855,7.1252830915107115,8.980298078970817,7.050989447068045,10.551454296015532,3.7612001156935624,6.129050210060545,0.7454241071428571,0.7046875,0.6915550595238096,0.6640069774133218,0.8985119047619048,1.0,0.7741509259009496
openrewrite/rewrite,1.0,1.0,1.0,0.0,1.0,5.0,23.0,116.0,11889.0,,3101.0,477.0,19.0,338.0,2273.0,2611.0,57.0,498.0,2798.0,3353.0,379.0,108304.0,Java,False,False,False,True,2020-05-12T20:16:14Z,2025-11-25T01:50:50Z,2025-11-24 20:32:46+00:00,main,9912.0,241.0,266.0,1,False,True,1,0,785.0,1605.0,0.48909657320872274,0.8705476828801225,0.8344765881300328,0.14852371011034893,5.58724865840025,1,8.039802343736485,6.169610732491456,8.117908942383155,6.666956792429207,9.201602306032898,5.940171252720432,5.488937726156687,0.6915550595238096,0.8242745535714286,0.6579613095238095,0.790061007409006,0.8026785714285714,0.5,0.7737987339951087
awsdocs/aws-doc-sdk-examples,,0.0,1.0,1.0,1.0,4.0,0.0,262.0,3532852.0,,10278.0,5829.0,200.0,137.0,2231.0,2368.0,4.0,706.0,4542.0,5252.0,0.0,256900.0,Java,False,False,False,True,2016-08-18T19:06:57Z,2025-11-24T20:08:01Z,2025-11-21 23:20:54+00:00,main,16778.0,388.0,487.0,1,False,True,1,1,130.0,1358.0,0.09572901325478646,0.9421452702702703,0.8648134044173648,0.13442498095963443,6.1903154058531475,4,9.237858258012922,8.670772279344538,8.566554620953962,4.875197323201151,9.727883383489697,0.0,5.963579343618446,0.9279017857142857,0.5899553571428571,0.7045386904761906,0.5180741754783484,0.8922619047619048,1.0,0.7707871450600634
cloudfoundry/uaa,1.0,0.0,,,0.0,4.0,27.0,58.0,67274.0,,1636.0,842.0,153.0,43.0,859.0,902.0,8.0,742.0,2019.0,2769.0,303.0,78271.0,Java,False,False,False,True,2012-02-07T22:40:55Z,2025-11-24T08:40:49Z,2025-11-24 08:40:46+00:00,develop,12026.0,187.0,223.0,1,True,True,1,0,779.0,959.0,0.8123044838373306,0.9523281596452328,0.7291440953412784,0.26796677500902855,5.4116460518550396,2,7.400620577371135,6.736966958001855,7.926602599181384,6.659293919683638,9.394909401310617,5.717027701406222,5.236441962829949,0.6373139880952381,0.8052083333333333,0.6388020833333333,0.8904470804560496,0.7470238095238095,0.5,0.7703703266616314
inria/spoon,,1.0,1.0,1.0,1.0,60.0,25.0,42.0,3451.0,,1875.0,369.0,51.0,339.0,1408.0,1747.0,22.0,522.0,4241.0,4785.0,102.0,36609.0,Java,False,False,False,True,2013-11-06T15:29:59Z,2025-11-24T13:26:49Z,2025-11-24 13:28:15+00:00,master,5455.0,136.0,169.0,1,True,True,1,1,1557.0,885.0,1.759322033898305,0.8059530623926732,0.8863113897596656,0.10909090909090909,5.135798437050262,2,7.53689712956617,5.91350300563827,8.47345026846832,7.351158226430694,8.604471199523298,4.634728988229636,4.919980925828125,0.5928571428571427,0.6553199404761905,0.6941964285714285,0.9651098987555748,0.6577380952380952,1.0,0.7701018794507984
crate/crate,1.0,1.0,,,0.0,82.0,50.0,125.0,8105.0,,4327.0,580.0,170.0,308.0,2013.0,2321.0,11.0,1434.0,14935.0,16380.0,149.0,169028.0,Java,False,False,False,True,2013-04-10T09:17:16Z,2025-11-24T12:51:47Z,2025-11-24 22:13:17+00:00,master,17099.0,108.0,133.0,1,False,True,1,0,1324.0,3668.0,0.36095965103598693,0.8672985781990521,0.9117826617826618,0.08754578754578754,4.897839799950911,1,8.372860820526318,6.364750756851911,9.703877405604631,7.1891677384203225,9.746833742490752,5.0106352940962555,4.6913478822291435,0.7478794642857142,0.8233444940476192,0.7452380952380953,0.7503821392605381,0.5610119047619048,0.5,0.7695151776722774
openmrs/openmrs-core,1.0,1.0,1.0,1.0,1.0,27.0,20.0,43.0,574.0,7.14,1689.0,4052.0,150.0,0.0,0.0,0.0,86.0,2611.0,2828.0,5525.0,3.0,241193.0,Java,False,False,False,False,2012-07-26T04:54:29Z,2025-11-24T22:28:06Z,2025-11-24 22:28:00+00:00,master,12731.0,470.0,726.0,1,False,True,1,1,436.0,822.0,0.5304136253041363,0.0,0.5118552036199095,0.472579185520362,6.588926477533519,1,7.432483807917119,8.307212626628308,8.617219505483362,6.07993319509559,9.451873788401983,1.3862943611198906,6.154858094016418,0.7154017857142858,0.5786644345238096,0.6663690476190476,0.7886329305135952,0.9188988095238095,1.0,0.7693568933426846
mapstruct/mapstruct,,1.0,,,0.0,63.0,47.0,215.0,8012.0,,7556.0,1010.0,133.0,458.0,2029.0,2487.0,44.0,299.0,846.0,1189.0,35.0,11146.0,Java,False,False,False,True,2012-05-28T12:42:42Z,2025-11-24T22:24:51Z,2025-08-30 09:08:17+00:00,main,1793.0,150.0,221.0,1,False,True,1,1,3459.0,395.0,8.756962025316456,0.8158423803779654,0.7115222876366695,0.2514718250630782,5.402677381872279,88,8.93022956502072,6.918695219020472,7.081708586105575,8.14902386805177,7.492203042618741,3.58351893845611,5.017279836814924,0.8451636904761904,0.3418712797619048,0.5228794642857144,0.9937077398935406,0.7048363095238095,1.0,0.7692658486638614
apache/logging-log4j2,1.0,1.0,0.0,0.0,1.0,31.0,45.0,118.0,5903.0,46.77,3560.0,1696.0,107.0,157.0,478.0,635.0,57.0,1427.0,1701.0,3185.0,16.0,141183.0,Java,False,False,False,True,2013-06-12T07:00:19Z,2025-11-24T22:26:40Z,2025-11-11 21:21:38+00:00,2.x,14622.0,267.0,461.0,1,False,True,1,0,1177.0,1386.0,0.8492063492063492,0.752755905511811,0.5340659340659341,0.4480376766091052,6.135564891081739,14,8.177796683277778,7.436617265234227,8.066521490469993,7.071573364211532,9.590350910611878,2.833213344056216,5.5909869805108565,0.7947916666666666,0.48610491071428574,0.6341145833333334,0.9085982457560063,0.859672619047619,0.5,0.7688924929866205
openhab/openhab-addons,1.0,1.0,1.0,1.0,1.0,27.0,31.0,88.0,56449.0,5.56,2024.0,3696.0,186.0,590.0,5955.0,6545.0,82.0,1673.0,11312.0,13067.0,4.0,373564.0,Java,False,False,False,True,2014-05-13T19:41:58Z,2025-11-24T19:34:10Z,2025-11-24 19:34:04+00:00,main,6734.0,710.0,1316.0,1,False,True,1,1,1315.0,13354.0,0.09847236782986371,0.9098548510313216,0.8656922017295478,0.12803244815183287,7.183111701743281,1,7.613324979540639,8.215276958936633,9.477921772720961,7.182352111885263,8.815073088844464,1.6094379124341003,6.566672429803241,0.7404761904761905,0.678218005952381,0.7333705357142857,0.6251205986548698,0.9471726190476191,1.0,0.7687894502589556
geotools/geotools,1.0,1.0,,,0.0,29.0,34.0,205.0,43566.0,,1865.0,1181.0,112.0,0.0,0.0,0.0,6.0,636.0,4788.0,5430.0,55.0,433772.0,Java,False,False,False,False,2011-11-10T23:22:12Z,2025-11-24T12:30:19Z,2025-11-24 17:12:53+00:00,main,10301.0,294.0,390.0,1,False,True,1,1,2968.0,8578.0,0.34600139892748893,0.0,0.881767955801105,0.11712707182320442,5.968707559985366,1,7.531552381407289,7.074963197966044,8.599878558034845,7.99598047476376,9.24009333012553,4.02535169073515,5.68697535633982,0.6813244047619047,0.6533296130952382,0.7061755952380953,0.7596780139548267,0.8635416666666667,1.0,0.7672632534887067
openfeign/feign,1.0,1.0,1.0,1.0,1.0,32.0,29.0,67.0,25815.0,,9766.0,1951.0,396.0,229.0,852.0,1081.0,11.0,393.0,1622.0,2026.0,39.0,10119.0,Java,False,False,False,True,2013-06-26T23:28:16Z,2025-11-24T11:11:47Z,2025-11-24 05:12:05+00:00,master,2644.0,283.0,359.0,1,False,False,0,1,233.0,249.0,0.9357429718875502,0.788159111933395,0.8005923000987167,0.19397828232971373,5.886104031450156,2,9.186764635447478,7.5766097669730375,7.614312146452,5.455321115357702,7.8804263442924,3.6888794541139363,5.648974238161206,0.8973214285714286,0.5342261904761905,0.6128348214285715,0.7018234786361675,0.851860119047619,0.75,0.7661087714447562
antennapod/antennapod,,1.0,,1.0,1.0,6.0,52.0,52.0,1477.0,,7426.0,1573.0,151.0,317.0,4227.0,4544.0,15.0,504.0,3010.0,3529.0,62.0,114135.0,Java,False,False,False,True,2012-07-31T10:25:08Z,2025-11-24T06:39:08Z,2025-11-22 14:56:43+00:00,develop,9218.0,360.0,411.0,1,True,True,1,1,80.0,516.0,0.15503875968992248,0.930237676056338,0.8529328421649193,0.14281666194389345,6.021023349349527,4,8.912877287669296,7.3613754289773485,8.169053149927343,4.394449154672439,9.129021850798594,4.143134726391533,5.8888779583328805,0.8695684523809524,0.6744047619047618,0.6759672619047619,0.5247251969141131,0.877529761904762,1.0,0.7660808527999569
spring-projects/spring-kafka,1.0,1.0,,,0.0,16.0,19.0,116.0,5042.0,,2428.0,1679.0,153.0,21.0,1724.0,1745.0,5.0,359.0,1853.0,2217.0,243.0,16300.0,Java,False,False,False,True,2016-03-02T17:01:33Z,2025-11-24T22:16:58Z,2025-11-24 14:45:28+00:00,main,2895.0,239.0,294.0,1,False,True,1,0,229.0,379.0,0.604221635883905,0.9879656160458453,0.8358141632837167,0.16193053676138927,5.68697535633982,2,7.795234929002173,7.426549072397305,7.704361167910313,5.438079308923196,7.971085753505607,5.497168225293202,5.480638923341991,0.744642857142857,0.7293154761904763,0.6295758928571429,0.7819875287728385,0.8139880952380952,0.5,0.765588028026543
graphql-java/graphql-java,0.0,0.0,1.0,1.0,1.0,23.0,3.0,50.0,115975.0,,6226.0,1149.0,196.0,36.0,1298.0,1334.0,14.0,400.0,1959.0,2373.0,99.0,19948.0,Java,False,False,False,True,2015-07-06T06:52:20Z,2025-11-20T02:37:56Z,2025-11-24 16:57:35+00:00,master,5902.0,237.0,350.0,1,False,True,1,1,70.0,692.0,0.10115606936416185,0.9730134932533733,0.8255372945638433,0.1685630004214075,5.860786223465865,1,8.736649954872451,7.047517221357296,7.772331575169614,4.2626798770413155,8.683215975240689,4.605170185988092,5.472270673671475,0.8360863095238095,0.8172061011904762,0.6379092261904762,0.49053070151776723,0.8270833333333334,1.0,0.7652945057365848
querydsl/querydsl,1.0,0.0,1.0,1.0,1.0,1.0,4.0,62.0,200.0,59.26,4932.0,877.0,155.0,35.0,2018.0,2053.0,46.0,663.0,1064.0,1773.0,35.0,51758.0,Java,False,False,False,True,2011-08-05T06:46:32Z,2025-11-24T06:16:13Z,2025-10-28 11:32:30+00:00,master,8083.0,112.0,210.0,1,False,True,1,0,1225.0,896.0,1.3671875,0.9829517778860205,0.6001128031584885,0.3739424703891709,5.351858133476067,29,8.503702601233739,6.777646593635117,7.480992162869525,7.111512116496157,8.997642078523512,3.58351893845611,4.727387818712341,0.7917782738095237,0.5810081845238095,0.5746279761904762,0.9475339092396778,0.634375,0.5,0.7652502927861099
dbeaver/dbeaver,1.0,0.0,1.0,1.0,1.0,22.0,3.0,90.0,2396.0,,47236.0,3949.0,531.0,3111.0,16608.0,19719.0,83.0,880.0,6409.0,7372.0,236.0,203551.0,Java,False,False,False,True,2015-10-21T08:26:28Z,2025-11-24T23:59:01Z,2025-11-24 19:50:20+00:00,devel,27883.0,390.0,516.0,1,False,False,0,1,78.0,5890.0,0.013242784380305603,0.842233378974593,0.8693705914270211,0.11937059142702117,6.248042874508429,1,10.762932762790928,8.281470857895167,8.90557995798965,4.3694478524670215,10.23580832660629,5.4680601411351315,5.968707559985366,0.9789062499999999,0.8377790178571429,0.7103050595238095,0.2814088687778737,0.895907738095238,0.75,0.7652164285039923
apache/storm,0.0,1.0,0.0,0.0,1.0,112.0,8.0,260.0,4337.0,,6665.0,4056.0,565.0,46.0,4154.0,4200.0,0.0,1034.0,3073.0,4107.0,6.0,156416.0,Java,False,False,False,True,2013-11-05T08:00:14Z,2025-11-24T21:23:06Z,2025-11-21 14:05:07+00:00,master,11232.0,383.0,502.0,1,False,True,1,0,324.0,1690.0,0.19171597633136095,0.9890476190476191,0.7482347212076942,0.2517652787923058,6.220590170099739,5,8.804775258867686,8.308199063206446,8.32069157104845,5.783825182329737,9.326611153641569,1.9459101490553132,5.950642552587727,0.8953125,0.6245163690476191,0.6716889880952381,0.6215435503884333,0.89375,0.5,0.7640112596209179
languagetool-org/languagetool,1.0,0.0,,1.0,1.0,4.0,3.0,27.0,3470.0,,13773.0,1468.0,159.0,2025.0,4039.0,6064.0,31.0,740.0,4791.0,5562.0,0.0,6019188.0,Java,False,False,False,True,2013-08-08T16:37:22Z,2025-11-25T00:50:58Z,2025-11-24 17:35:14+00:00,master,80711.0,211.0,296.0,1,False,False,0,0,749.0,1290.0,0.5806201550387597,0.6660620052770448,0.8613807982740022,0.13304566702624954,5.6937321388027,1,9.530538036104643,7.292337176173877,8.623892810075294,6.620073206530356,11.298642542088215,0.0,5.356586274672012,0.9023065476190475,0.6287388392857144,0.7010416666666667,0.6789220975399223,0.7973958333333333,0.25,0.7635660898611709
apache/avro,1.0,1.0,,,0.0,19.0,31.0,61.0,2803.0,,3180.0,1713.0,100.0,0.0,0.0,0.0,163.0,766.0,2641.0,3570.0,22.0,81997.0,Java,False,False,False,False,2009-05-21T02:48:37Z,2025-11-24T12:52:35Z,2025-11-24 13:05:57+00:00,main,4842.0,413.0,579.0,1,True,True,1,0,362.0,418.0,0.8660287081339713,0.0,0.7397759103641457,0.2145658263305322,6.363028103540465,2,8.064950891749143,7.446585099157725,8.18060094759445,5.8944028342648505,8.48528964240323,3.1354942159291497,6.025865973825314,0.7822172619047618,0.49311755952380953,0.635639880952381,0.8681946617393181,0.9063988095238096,0.5,0.7613232190062581
teamnewpipe/newpipe,,1.0,1.0,1.0,1.0,45.0,91.0,57.0,1238.0,,35694.0,3320.0,606.0,1278.0,8530.0,9808.0,30.0,614.0,1699.0,2343.0,137.0,82889.0,Java,False,False,False,True,2015-09-03T23:39:26Z,2025-11-25T02:18:25Z,2025-11-21 12:10:18+00:00,dev,11711.0,948.0,550.0,1,False,True,1,1,10.0,326.0,0.03067484662576687,0.8696982055464927,0.725138711054204,0.2620571916346564,6.311734809152915,5,10.482765901936562,8.108021221376747,7.759614150696903,2.3978952727983707,9.368369236201092,4.927253685157205,6.855408798609928,0.9686011904761904,0.6738839285714286,0.6184895833333333,0.3899307990756725,0.9569940476190476,1.0,0.7613126848879658
apache/hive,0.0,1.0,1.0,1.0,1.0,67.0,16.0,99.0,141950.0,,5900.0,4783.0,312.0,0.0,0.0,0.0,50.0,2949.0,3185.0,6184.0,0.0,745437.0,Java,False,False,False,False,2009-05-21T02:31:01Z,2025-11-24T16:47:18Z,2025-11-24 01:33:05+00:00,master,17946.0,440.0,637.0,1,False,True,1,0,1824.0,6498.0,0.2807017543859649,0.0,0.515038809831824,0.476875808538163,6.45833828334479,2,8.682877107057168,8.473032295630468,8.729882284826589,7.509335266016592,9.795178249029277,0.0,6.089044875446846,0.8812500000000001,0.4944568452380952,0.6734747023809524,0.7225716173931809,0.9136904761904763,0.5,0.7612995263721049
facebook/fresco,,0.0,0.0,0.0,1.0,,,,,,17152.0,3755.0,841.0,242.0,2083.0,2325.0,11.0,377.0,83.0,471.0,55.0,79330.0,Java,False,False,False,True,2015-03-02T09:58:04Z,2025-11-24T21:30:02Z,2025-11-24 21:29:56+00:00,main,4652.0,296.0,259.0,1,False,True,1,1,117.0,482.0,0.24273858921161826,0.8959139784946236,0.1762208067940552,0.8004246284501062,5.560681631015528,1,9.749928364409826,8.231109840328154,6.156978985585555,4.770684624465665,8.445267451844648,4.02535169073515,5.6937321388027,0.9463541666666666,0.7213727678571429,0.36121651785714287,0.5851958126528558,0.8247023809523809,1.0,0.7611324725084521
selenide/selenide,1.0,1.0,,,0.0,45.0,17.0,136.0,4712.0,,1906.0,598.0,138.0,28.0,1375.0,1403.0,3.0,246.0,1434.0,1683.0,168.0,16171.0,Java,False,False,False,True,2012-02-07T11:44:33Z,2025-11-25T02:29:02Z,2025-11-21 07:17:09+00:00,main,5787.0,114.0,163.0,1,True,True,1,1,575.0,583.0,0.9862778730703259,0.9800427655024947,0.8520499108734403,0.14616755793226383,5.099866427824199,5,7.553286605600419,6.395261598115449,7.428927194802272,6.3561076606958915,8.663542087751374,5.1298987149230735,4.74493212836325,0.6374255952380952,0.7095238095238097,0.6037946428571428,0.903296063516041,0.6080357142857142,1.0,0.7603292242123436
antlr/antlr4,1.0,0.0,0.0,0.0,1.0,10.0,49.0,43.0,858.0,,18527.0,3414.0,366.0,885.0,1516.0,2401.0,160.0,471.0,1531.0,2162.0,31.0,70627.0,Java,False,False,False,True,2010-02-04T01:36:28Z,2025-11-24T16:17:00Z,2025-11-19 18:04:42+00:00,dev,9404.0,363.0,619.0,1,False,True,1,1,113.0,410.0,0.275609756097561,0.6314035818408996,0.7081406105457909,0.21785383903792785,6.429719478039138,6,9.827038380372722,8.13593277200489,7.679251425953058,4.736198448394496,9.14899674173513,3.4657359027997265,5.8971538676367405,0.9457589285714285,0.5074590773809524,0.5696056547619047,0.5985693942418358,0.8969494047619047,1.0,0.7599976312985541
infinispan/infinispan,0.0,1.0,,0.0,1.0,42.0,62.0,266.0,7198.0,,1284.0,646.0,80.0,443.0,918.0,1361.0,29.0,5575.0,9115.0,14719.0,108.0,178090.0,Java,False,False,False,True,2010-11-04T12:33:19Z,2025-11-24T10:04:13Z,2025-11-24 10:04:08+00:00,main,18287.0,201.0,268.0,1,True,True,1,1,2974.0,5314.0,0.5596537448249906,0.674504041146216,0.6192676132889463,0.37876214416740267,5.594711379601839,2,7.158513997329321,6.472346294500901,9.596962392282867,7.99799931797973,9.814000386034591,4.6913478822291435,5.308267697401205,0.5785342261904762,0.6815848214285715,0.7121651785714286,0.8557099473097396,0.778422619047619,1.0,0.7584717576607682
apache/zookeeper,1.0,1.0,0.0,0.0,1.0,,,,,0.44,12669.0,7329.0,658.0,0.0,0.0,0.0,229.0,1856.0,247.0,2332.0,0.0,152452.0,Java,False,False,False,False,2009-03-27T15:41:56Z,2025-11-24T22:20:59Z,2025-11-13 16:23:27+00:00,master,2667.0,267.0,570.0,1,False,True,1,0,444.0,515.0,0.8621359223300971,0.0,0.10591766723842196,0.7958833619210978,6.3473892096560105,12,9.446992273315185,8.899730794880696,7.75491027202143,6.09807428216624,7.889084407035514,0.0,5.5909869805108565,0.9438244047619048,0.2700334821428571,0.5921130952380952,0.8773126730866063,0.8700892857142857,0.5,0.7573080789859374
vaadin/flow,,1.0,,,0.0,38.0,45.0,76.0,7336.0,,715.0,189.0,44.0,1300.0,6227.0,7527.0,31.0,1563.0,13140.0,14734.0,1000.0,219973.0,Java,False,False,False,True,2015-04-29T17:54:35Z,2025-11-24T16:45:40Z,2025-11-24 17:26:14+00:00,main,25993.0,280.0,181.0,1,False,True,1,1,2152.0,1369.0,1.5719503287070855,0.8272884283246977,0.8918148500067871,0.10608117279761096,5.204006687076795,1,6.573680166960646,5.247024072160486,9.597980895171796,7.674617497364363,10.165621021141535,6.90875477931522,5.638354669333745,0.3575892857142857,0.8413504464285715,0.7406622023809524,0.969087294094375,0.7819196428571429,1.0,0.7571099931664509
resteasy/resteasy,0.0,0.0,0.0,0.0,1.0,27.0,10.0,431.0,17671.0,,1133.0,894.0,77.0,0.0,0.0,0.0,14.0,898.0,3631.0,4543.0,60.0,77745.0,Java,False,False,False,False,2011-12-09T15:15:43Z,2025-11-24T16:26:00Z,2025-11-24 16:26:01+00:00,main,6706.0,212.0,321.0,1,True,True,1,0,2880.0,930.0,3.096774193548387,0.0,0.7992515958617653,0.1976667400396214,5.7745515455444085,1,7.033506484287697,6.796823718274855,8.421562960400987,7.9658927350845286,8.810907036099737,4.110873864173311,5.3612921657094255,0.5828125,0.6349888392857143,0.6850818452380951,0.9861592531650123,0.8055803571428573,0.5,0.756701643648396
googleapis/google-cloud-java,1.0,1.0,0.0,0.0,1.0,25.0,3.0,40.0,2948.0,,1994.0,1092.0,179.0,73.0,2424.0,2497.0,50.0,2246.0,6711.0,9007.0,508.0,1483038.0,Java,False,False,False,True,2014-11-04T17:57:16Z,2025-11-24T16:26:00Z,2025-11-21 19:45:05+00:00,main,64048.0,255.0,299.0,1,True,True,1,1,900.0,16700.0,0.05389221556886228,0.9707649179014818,0.745087154435439,0.24936160763850337,5.703782474656201,4,7.598399329323964,6.996681488176539,9.105868350379472,6.803505257608338,11.0674036944005,6.2324480165505225,5.545177444479562,0.6866815476190475,0.8100074404761906,0.7109002976190476,0.5872632984462668,0.8230654761904761,1.0,0.7537633692544239
openliberty/open-liberty,,1.0,,,0.0,51.0,264.0,345.0,9015.0,,1219.0,623.0,37.0,2249.0,10888.0,13137.0,709.0,2434.0,17212.0,20355.0,91.0,1008295.0,Java,False,False,False,True,2017-09-15T19:34:25Z,2025-11-24T22:31:19Z,2025-11-24 22:31:14+00:00,integration,49574.0,337.0,332.0,1,False,False,0,1,4961.0,6475.0,0.7661776061776062,0.8288041409758696,0.8455907639400638,0.11957749938590027,5.808142489980444,1,7.106606137727303,6.436150368369428,9.921130987708723,8.509564164251746,10.811241953387997,4.5217885770490405,5.823045895483019,0.5678571428571428,0.8063058035714286,0.7070684523809524,0.7685117249316645,0.8604166666666666,0.75,0.7533481693281542
spring-projects/spring-batch,0.0,0.0,,,0.0,,,,,,2891.0,2460.0,230.0,286.0,3453.0,3739.0,28.0,1001.0,263.0,1292.0,62.0,110840.0,Java,False,False,False,True,2010-11-17T17:53:45Z,2025-11-24T22:17:18Z,2025-11-24 11:25:26+00:00,main,6890.0,232.0,388.0,1,False,False,0,1,681.0,970.0,0.702061855670103,0.9235089596148703,0.20356037151702785,0.7747678018575851,5.963579343618446,2,7.969703583278656,7.8083230503910555,7.164720378771857,6.525029657843462,8.837971491357209,4.143134726391533,5.4510384535657,0.780877976190476,0.7003720238095238,0.528608630952381,0.7118479467882319,0.8322172619047619,0.75,0.7523128051494389
lawnchairlauncher/lawnchair,,1.0,1.0,1.0,1.0,14.0,13.0,239.0,25156.0,,11526.0,1382.0,278.0,568.0,3514.0,4082.0,16.0,277.0,1567.0,1860.0,30.0,707097.0,Java,False,False,False,True,2017-03-03T13:12:58Z,2025-11-25T01:29:27Z,2025-11-25 01:09:31+00:00,15-dev,80257.0,283.0,200.0,1,False,False,0,1,319.0,1284.0,0.2484423676012461,0.8608525232729054,0.8424731182795699,0.1489247311827957,5.303304908059076,1,9.352447388601012,7.232010331664759,7.528869256642251,5.768320995793772,11.293001724497216,3.4339872044851463,5.648974238161206,0.8909598214285714,0.7637462797619048,0.6097842261904761,0.4943728869946771,0.7927827380952381,0.75,0.7518763318677169
google/j2objc,,0.0,1.0,1.0,1.0,0.0,0.0,74.0,8180.0,,6029.0,993.0,282.0,66.0,1079.0,1145.0,24.0,446.0,1006.0,1476.0,1.0,104744.0,Java,False,False,False,True,2014-01-30T20:19:56Z,2025-11-20T00:39:52Z,2025-11-17 15:04:57+00:00,master,6068.0,114.0,79.0,1,False,True,1,1,1830.0,3140.0,0.5828025477707006,0.9423580786026201,0.6815718157181572,0.3021680216802168,4.382026634673881,9,8.704502289721232,6.901737206656574,7.29776828253138,7.5126175446745105,8.710949125835855,0.6931471805599453,4.74493212836325,0.8255208333333333,0.5110863095238096,0.5635602678571427,0.8580295326212056,0.4973214285714286,1.0,0.7486470780957777
apache/shardingsphere-elasticjob,1.0,1.0,1.0,1.0,1.0,20.0,21.0,105.0,1476.0,77.42,8216.0,3273.0,618.0,114.0,1208.0,1322.0,4.0,198.0,953.0,1155.0,30.0,46098.0,Java,False,False,False,True,2015-09-11T11:28:52Z,2025-11-22T10:20:01Z,2025-11-02 13:30:54+00:00,master,2475.0,163.0,173.0,1,False,True,1,0,261.0,295.0,0.8847457627118644,0.913767019667171,0.8251082251082251,0.17142857142857143,5.159055299214529,24,9.013960457931187,8.09376775793108,7.052721049232323,5.568344503761097,7.814399633804487,3.4339872044851463,5.099866427824199,0.8984375,0.4433221726190477,0.5515252976190477,0.8517257521399799,0.6935267857142857,0.5,0.7482085957730902
jhy/jsoup,1.0,0.0,,,0.0,0.0,13.0,25.0,190.0,,11283.0,2268.0,387.0,5.0,1579.0,1584.0,0.0,391.0,403.0,794.0,20.0,6730.0,Java,False,False,False,True,2009-12-19T01:29:58Z,2025-11-25T00:30:07Z,2025-11-22 01:52:15+00:00,master,2360.0,114.0,345.0,1,False,True,1,0,88.0,94.0,0.9361702127659575,0.9968434343434344,0.5075566750629723,0.4924433249370277,5.846438775057725,4,9.331141072121888,7.727094484779841,6.678342114654332,4.48863636973214,7.766840537085513,3.044522437723423,4.74493212836325,0.9101934523809523,0.5597098214285714,0.4548735119047619,0.7986849351711984,0.6918154761904762,0.5,0.7470838081975614
apache/hbase,1.0,1.0,,,0.0,44.0,200.0,114.0,5779.0,,5487.0,3381.0,386.0,0.0,0.0,0.0,329.0,1314.0,5832.0,7475.0,50.0,505442.0,Java,False,False,False,False,2014-05-23T07:00:07Z,2025-11-24T05:11:42Z,2025-11-24 18:37:59+00:00,master,20777.0,513.0,499.0,0,False,False,0,0,2433.0,2747.0,0.8856934838005096,0.0,0.7802006688963211,0.17578595317725754,6.214608098422191,1,8.610319169405722,8.126222529458525,8.919453168575453,7.797291273547472,9.941650013630477,3.9318256327243257,6.2422232654551655,0.8688244047619048,0.6724888392857143,0.677046130952381,0.6318647384369156,0.9139880952380952,0.0,0.7460670030616099
