Name,local_build,sat_usage,ci_build_combined,ci_state,ci_usage,cr_reviews,cr_comments,cr_changed_files,cr_changed_lines,testing_coverage,stars,forks,watchers,open_issues,closed_issues,total_issues,open_pull_requests,closed_pull_requests,merged_pull_requests,total_pull_requests,releases_count,size_kb,language,is_private,is_fork,is_archived,has_issues,created_at,updated_at,pushed_at,default_branch,commit_count,mentionable_users,unique_pr_authors,has_actions,workflow_has_test_in_name,workflow_content_mentions_test,workflow_runs_tests,has_contributing,test_files,src_files,java_source_version,java_target_version,java_version,test_ratio,closed_issue_ratio,merged_pr_ratio,closed_pr_ratio,log_unique_pr_authors,days_since_push,log_stars,log_forks,log_total_prs,log_test_files,log_commit_count,log_releases,log_mentionable_users,popularity_score,activity_score,pr_score,testing_score,community_score,maturity_score,overall_score,java_version_num
oshi/oshi,1.0,1.0,1.0,1.0,1.0,9.0,52.0,42.0,1675.0,,5119.0,912.0,95.0,11.0,978.0,989.0,2.0,102.0,1877.0,1981.0,167.0,337753.0,Java,False,False,False,True,2012-02-10T12:46:48Z,2025-11-24T05:40:58Z,2025-11-25 01:00:22+00:00,master,3260.0,214.0,230.0,1,False,True,1,0,77.0,483.0,8,8,8,0.15942028985507245,0.9888776541961577,0.9475012619888945,0.05148914689550732,5.442417710521793,9,8.540909718033554,6.816735880594968,7.591861714889934,4.356708826689592,8.089789175789319,5.123963979403259,5.3706380281276624,0.7988095238095237,0.7874813988095238,0.6239211309523809,0.525151225992663,0.771279761904762,0.5,0.7241430892362609,8.0
wso2/product-apim,,0.0,,,0.0,32.0,14.0,41.0,11478.0,,941.0,863.0,169.0,626.0,7563.0,8189.0,19.0,675.0,4735.0,5429.0,193.0,346949.0,Java,False,False,False,True,2014-06-11T08:05:00Z,2025-11-23T23:35:47Z,2025-11-18 04:21:10+00:00,master,11745.0,771.0,271.0,1,False,True,1,1,416.0,1060.0,1.8,1.8,1.8,0.39245283018867927,0.9235559897423373,0.8721679867378891,0.12433228955608767,5.605802066295998,16,6.848005274576363,6.761572768804055,8.599694412927981,6.0330862217988015,9.371268036082466,5.267858159063328,6.648984550024776,0.5407738095238095,0.6810081845238095,0.7039806547619047,0.7247575101604086,0.8879464285714286,1.0,0.7240148983734356,8.0
prometheus/client_java,1.0,0.0,1.0,1.0,1.0,110.0,51.0,152.0,6635.0,,2250.0,825.0,62.0,103.0,362.0,465.0,21.0,314.0,902.0,1237.0,59.0,12853.0,Java,False,False,False,True,2013-02-03T22:55:49Z,2025-11-24T22:18:14Z,2025-11-24 21:53:13+00:00,main,1323.0,209.0,303.0,1,True,True,1,1,144.0,208.0,8,8,8,0.6923076923076923,0.7784946236559139,0.7291835084882781,0.253839935327405,5.717027701406222,9,7.719129840906732,6.716594773520978,7.121252453244542,4.976733742420574,7.188412736496954,4.0943445622221,5.3471075307174685,0.6884672619047618,0.5546316964285715,0.5405505952380952,0.7806927510430155,0.7984374999999999,1.0,0.7235660449036111,8.0
runelite/runelite,1.0,1.0,1.0,1.0,1.0,6.0,5.0,30.0,2252.0,,5188.0,5574.0,99.0,1544.0,7941.0,9485.0,723.0,2663.0,4655.0,8041.0,0.0,98639.0,Java,False,False,False,True,2016-04-30T20:48:02Z,2025-11-24T23:32:53Z,2025-11-24 23:32:47+00:00,master,14898.0,908.0,1750.0,1,False,False,0,1,180.0,1679.0,11,11,11,0.1072066706372841,0.8372166578808645,0.5789080960079592,0.3311777142146499,7.467942332285852,9,8.55429627936774,8.62604759632832,8.992433087457218,5.198497031265826,9.60904937558734,0.0,6.812345094177479,0.8727678571428571,0.634765625,0.6740327380952381,0.3945500197813264,0.9747023809523809,0.75,0.7234961358977126,11.0
broadinstitute/gatk,0.0,0.0,1.0,1.0,1.0,35.0,10.0,44.0,3626.0,,1880.0,619.0,156.0,1271.0,3365.0,4636.0,144.0,537.0,3961.0,4642.0,53.0,488259.0,Java,False,False,False,True,2014-12-02T20:50:36Z,2025-11-24T05:25:50Z,2025-11-24 21:15:32+00:00,master,4761.0,217.0,172.0,1,True,True,1,0,888.0,1612.0,1.17,1.17,1.17,0.5508684863523573,0.7258412424503883,0.8532959931064197,0.11568289530374838,5.153291594497779,9,7.53955882930103,6.429719478039138,8.443115988019922,6.790097235513905,8.468423027046809,3.9889840465642745,5.384495062789089,0.6372767857142857,0.6406808035714286,0.661421130952381,0.8217156254495757,0.7392857142857143,0.5,0.7228898438623939,17.0
apache/jmeter,1.0,1.0,,,0.0,17.0,22.0,455.0,12973.0,,9105.0,2241.0,320.0,875.0,4531.0,5406.0,57.0,671.0,460.0,1188.0,10.0,136413.0,Java,False,False,False,True,2010-05-26T23:38:07Z,2025-11-24T19:16:05Z,2025-11-20 14:20:56+00:00,master,18475.0,99.0,226.0,1,False,True,1,1,236.0,1158.0,21,21,21,0.20379965457685664,0.8381428042915279,0.3872053872053872,0.5648148148148148,5.424950017481403,13,9.116688815894728,7.715123603632105,7.080867896690782,5.4680601411351315,9.824227871550496,2.3978952727983707,4.605170185988092,0.8975446428571427,0.559970238095238,0.5159412202380952,0.608688160876133,0.6097470238095237,1.0,0.7217953661118903,21.0
apache/bookkeeper,0.0,1.0,1.0,0.0,1.0,91.0,60.0,265.0,11849.0,,1976.0,967.0,97.0,256.0,1069.0,1325.0,139.0,1402.0,1816.0,3357.0,24.0,137402.0,Java,False,False,False,True,2011-04-06T07:00:07Z,2025-11-24T12:30:55Z,2025-11-24 03:33:06+00:00,master,3605.0,220.0,246.0,1,False,True,1,1,697.0,1673.0,8,8,8,0.4166168559473999,0.8067924528301886,0.5409591897527555,0.4176347929699136,5.5093883366279774,10,7.589335823170617,6.875232087276577,8.119100837637486,6.548219102762372,8.190354403763262,3.2188758248682006,5.3981627015177525,0.6776041666666667,0.5307105654761904,0.6355654761904762,0.7543278395194937,0.7842261904761905,1.0,0.7217627634513021,8.0
ibotpeaches/apktool,,0.0,1.0,1.0,1.0,32.0,36.0,153.0,1718.0,,23392.0,3858.0,662.0,83.0,2888.0,2971.0,3.0,169.0,601.0,773.0,27.0,332961.0,Java,False,False,False,True,2012-03-19T17:46:53Z,2025-11-25T01:24:45Z,2025-11-24 10:42:12+00:00,main,2284.0,102.0,181.0,1,False,False,0,1,53.0,93.0,17,17,17,0.5698924731182796,0.9720632783574554,0.777490297542044,0.2186287192755498,5.204006687076795,9,10.060192111293768,8.258163361537619,6.651571873589727,3.9889840465642745,7.734121303328305,3.332204510175204,4.634728988229636,0.9575892857142856,0.6512834821428571,0.4751302083333333,0.543150547133506,0.5966517857142857,0.75,0.7217558287476622,17.0
morphiaorg/morphia,1.0,1.0,,,0.0,10.0,19.0,30.0,1234.0,0.0,1677.0,453.0,120.0,68.0,1795.0,1863.0,2.0,282.0,1476.0,1760.0,73.0,478417.0,Java,False,False,False,True,2013-04-25T17:41:02Z,2025-11-24T09:28:43Z,2025-11-24 09:58:34+00:00,master,4952.0,61.0,116.0,1,False,True,1,1,505.0,577.0,17,17,17,0.8752166377816292,0.9634997316156736,0.8386363636363636,0.16022727272727272,4.762173934797756,10,7.425357887027151,6.118097198041348,7.473637108496206,6.226536669287466,8.507748732588238,4.30406509320417,4.127134385045092,0.5936755952380952,0.6987909226190476,0.6085193452380951,0.8836015051791111,0.4113095238095238,1.0,0.7211700935566825,17.0
unclebob/fitnesse,0.0,0.0,,,0.0,25.0,34.0,260.0,12510.0,,2090.0,711.0,145.0,94.0,694.0,788.0,11.0,143.0,638.0,792.0,13.0,74529.0,Java,False,False,False,True,2008-12-06T19:38:59Z,2025-11-05T12:53:11Z,2025-11-24 15:53:00+00:00,master,6137.0,128.0,150.0,1,False,True,1,1,462.0,740.0,11,11,11,0.6243243243243243,0.8807106598984772,0.8055555555555556,0.18055555555555555,5.017279836814924,9,7.645397699428633,6.568077911411976,6.675823221634848,6.137727054086234,8.722254235179681,2.6390573296152584,4.859812404361672,0.6633928571428571,0.6592819940476191,0.47420014880952377,0.8255648917421954,0.6235863095238094,1.0,0.7207541321617394,11.0
pgjdbc/pgjdbc,1.0,1.0,,,0.0,22.0,24.0,101.0,69621.0,,1656.0,908.0,80.0,420.0,958.0,1378.0,192.0,449.0,1736.0,2377.0,62.0,46510.0,Java,False,False,False,True,2012-02-06T19:30:35Z,2025-11-23T15:00:42Z,2025-11-19 08:35:26+00:00,master,3955.0,314.0,451.0,1,False,True,1,1,247.0,316.0,21,21,21,0.7816455696202531,0.6952104499274311,0.7303323517038284,0.18889356331510307,6.113682179832232,15,7.4127640174265625,6.812345094177479,7.774015077250727,5.5134287461649825,8.282988692742602,4.143134726391533,5.752572638825633,0.6431175595238094,0.48275669642857144,0.5762276785714285,0.8296164670551001,0.8742559523809523,1.0,0.7207504709304416,21.0
apache/incubator-linkis,0.0,0.0,,,0.0,31.0,9.0,1046.0,78761.0,,3400.0,1169.0,262.0,128.0,2447.0,2575.0,3.0,542.0,2075.0,2620.0,33.0,92044.0,Java,False,False,False,True,2019-07-23T06:41:51Z,2025-11-24T14:31:50Z,2025-11-23 00:23:21+00:00,master,4272.0,194.0,203.0,1,True,True,1,1,262.0,1892.0,1.8,1.8,1.8,0.13847780126849896,0.9502912621359223,0.7919847328244275,0.20687022900763358,5.318119993844216,11,8.131824785007195,7.064759027791802,7.8713112033234065,5.572154032177765,8.360071435644025,3.5263605246161616,5.272999558563747,0.7692708333333332,0.611811755952381,0.64453125,0.5853087123255647,0.7433035714285714,1.0,0.7204808239147246,8.0
webankfintech/linkis,0.0,0.0,,,0.0,31.0,9.0,1046.0,78761.0,,3400.0,1169.0,262.0,128.0,2447.0,2575.0,3.0,542.0,2075.0,2620.0,33.0,92044.0,Java,False,False,False,True,2019-07-23T06:41:51Z,2025-11-24T14:31:50Z,2025-11-23 00:23:21+00:00,master,4272.0,194.0,203.0,1,True,True,1,1,262.0,1892.0,1.8,1.8,1.8,0.13847780126849896,0.9502912621359223,0.7919847328244275,0.20687022900763358,5.318119993844216,11,8.131824785007195,7.064759027791802,7.8713112033234065,5.572154032177765,8.360071435644025,3.5263605246161616,5.272999558563747,0.7692708333333332,0.611811755952381,0.64453125,0.5853087123255647,0.7433035714285714,1.0,0.7204808239147246,8.0
deepjavalibrary/djl,,1.0,,,0.0,20.0,18.0,155.0,2811.0,,4698.0,731.0,111.0,201.0,742.0,943.0,8.0,149.0,2328.0,2485.0,36.0,49482.0,Java,False,False,False,True,2019-10-29T22:38:54Z,2025-11-24T21:32:45Z,2025-11-21 20:11:37+00:00,master,4437.0,150.0,148.0,1,False,True,1,1,358.0,1115.0,17,17,17,0.32107623318385653,0.7868504772004242,0.93682092555332,0.05995975855130785,5.003946305945459,12,8.455104999102815,6.595780513961311,7.818430272070656,5.883322388488279,8.39795910349254,3.6109179126442243,5.017279836814924,0.7727678571428571,0.5257440476190476,0.6473958333333334,0.6840697381671702,0.6518601190476191,1.0,0.7202919881132213,17.0
google/nomulus,1.0,1.0,1.0,1.0,1.0,123.0,3.0,186.0,16290.0,,1768.0,295.0,57.0,1.0,49.0,50.0,20.0,275.0,2531.0,2826.0,1000.0,118016.0,Java,False,False,False,True,2016-02-29T20:16:48Z,2025-11-24T22:11:36Z,2025-11-25 00:19:53+00:00,master,5131.0,64.0,40.0,1,False,True,1,1,649.0,1083.0,21,21,21,0.5992613111726686,0.98,0.8956121726822364,0.097310686482661,3.713572066704308,9,7.478169694159785,5.69035945432406,7.946971357693591,6.476972362889683,8.543250725735527,6.90875477931522,4.174387269895637,0.562016369047619,0.8396763392857143,0.6569196428571429,0.8298958782908934,0.2732142857142857,1.0,0.7198735231441519,21.0
alibaba/arthas,0.0,0.0,1.0,1.0,1.0,5.0,22.0,101.0,63491.0,,36859.0,7607.0,1118.0,366.0,1741.0,2107.0,90.0,237.0,555.0,882.0,61.0,60883.0,Java,False,False,False,True,2018-08-29T17:15:57Z,2025-11-24T19:01:51Z,2025-11-24 02:50:00+00:00,master,2098.0,220.0,291.0,1,True,False,1,1,66.0,851.0,1.8,1.8,1.8,0.07755581668625147,0.8262933080208827,0.6292517006802721,0.2687074829931973,5.676753802268282,10,10.514882231223813,8.936955604225226,6.78332520060396,4.204692619390966,7.649216319820633,4.127134385045092,5.3981627015177525,0.9836309523809523,0.536923363095238,0.4537946428571429,0.47624892101855854,0.8017857142857143,1.0,0.7197839564451158,8.0
zalando/logbook,1.0,0.0,1.0,1.0,1.0,1.0,27.0,26.0,1968.0,,1984.0,271.0,67.0,21.0,465.0,486.0,16.0,352.0,1305.0,1673.0,110.0,6835.0,Java,False,False,False,True,2015-09-14T15:29:12Z,2025-11-21T11:40:58Z,2025-11-24 15:46:07+00:00,main,2681.0,93.0,118.0,1,False,True,1,1,219.0,225.0,1.8,1.8,1.8,0.9733333333333334,0.9567901234567902,0.780035863717872,0.21040047818290497,4.77912349311153,9,7.59337419312129,5.605802066295998,7.422971251049421,5.393627546352362,7.894318063841624,4.709530201312334,4.543294782270004,0.5717633928571428,0.7313058035714286,0.5858258928571428,0.8522105070313625,0.5074404761904762,1.0,0.7194607368768883,8.0
web3j/web3j,1.0,0.0,1.0,0.0,1.0,3.0,5.0,42.0,2595.0,76.76,5359.0,1769.0,214.0,134.0,1087.0,1221.0,6.0,226.0,680.0,912.0,120.0,11594.0,Java,False,False,False,True,2016-09-04T05:48:49Z,2025-11-24T08:28:47Z,2025-11-12 16:10:10+00:00,main,2480.0,222.0,327.0,1,False,True,1,1,159.0,573.0,21,21,21,0.2774869109947644,0.8902538902538902,0.7456140350877193,0.24780701754385964,5.793013608384144,21,8.586719254064848,7.478734825567875,6.816735880594968,5.075173815233827,7.816416983691801,4.795790545596741,5.407171771460119,0.8459821428571428,0.5222284226190477,0.5000558035714286,0.6174461745612142,0.815029761904762,1.0,0.7191132177474464,21.0
