Name,local_build,sat_usage,ci_build_combined,ci_state,ci_usage,cr_reviews,cr_comments,cr_changed_files,cr_changed_lines,testing_coverage,stars,forks,watchers,open_issues,closed_issues,total_issues,open_pull_requests,closed_pull_requests,merged_pull_requests,total_pull_requests,releases_count,size_kb,language,is_private,is_fork,is_archived,has_issues,created_at,updated_at,pushed_at,default_branch,commit_count,mentionable_users,unique_pr_authors,has_actions,workflow_has_test_in_name,workflow_content_mentions_test,workflow_runs_tests,has_contributing,test_files,src_files,java_source_version,java_target_version,java_version,test_ratio,closed_issue_ratio,merged_pr_ratio,closed_pr_ratio,log_unique_pr_authors,days_since_push,log_stars,log_forks,log_total_prs,log_test_files,log_commit_count,log_releases,log_mentionable_users,popularity_score,activity_score,pr_score,testing_score,community_score,maturity_score,overall_score,java_version_num
jhy/jsoup,1.0,0.0,,,0.0,0.0,13.0,25.0,190.0,,11283.0,2268.0,387.0,5.0,1579.0,1584.0,0.0,391.0,403.0,794.0,20.0,6730.0,Java,False,False,False,True,2009-12-19T01:29:58Z,2025-11-25T00:30:07Z,2025-11-22 01:52:15+00:00,master,2360.0,114.0,345.0,1,False,True,1,0,88.0,94.0,8,1.8,1.8,0.9361702127659575,0.9968434343434344,0.5075566750629723,0.4924433249370277,5.846438775057725,12,9.331141072121888,7.727094484779841,6.678342114654332,4.48863636973214,7.766840537085513,3.044522437723423,4.74493212836325,0.9101934523809523,0.5556733630952381,0.4548735119047619,0.7986849351711984,0.6918154761904762,0.5,0.7462765165308948,8.0
resilience4j/resilience4j,1.0,0.0,1.0,1.0,1.0,16.0,29.0,126.0,3516.0,75.66,10455.0,1430.0,213.0,256.0,1028.0,1284.0,24.0,292.0,705.0,1021.0,35.0,8499.0,Java,False,False,False,True,2015-06-03T09:21:01Z,2025-11-25T02:58:22Z,2025-11-21 03:01:02+00:00,master,1561.0,232.0,283.0,1,False,True,1,0,544.0,784.0,21,21,21,0.6938775510204082,0.8006230529595015,0.6904995102840352,0.2859941234084231,5.648974238161206,13,9.254931255304058,7.266128779556451,6.92951677076365,6.300785794663244,7.3537223303996315,3.58351893845611,5.4510384535657,0.8855654761904761,0.4234002976190476,0.5089471726190475,0.8523681956732845,0.8036458333333334,0.5,0.7451484105254641,21.0
diffplug/spotless,1.0,0.0,,0.0,1.0,43.0,41.0,242.0,5340.0,,5174.0,496.0,28.0,227.0,946.0,1173.0,9.0,302.0,1224.0,1535.0,40.0,22391.0,Java,False,False,False,True,2015-04-27T19:10:58Z,2025-11-24T19:04:07Z,2025-11-23 02:13:46+00:00,main,6654.0,208.0,266.0,1,False,True,1,1,203.0,395.0,21,21,21,0.5139240506329114,0.8064791133844842,0.7973941368078176,0.196742671009772,5.58724865840025,11,8.55159461813357,6.208590026096629,7.336936913707618,5.318119993844216,8.803123730829212,3.713572066704308,5.342334251964811,0.756547619047619,0.583407738095238,0.583110119047619,0.7361119915299957,0.7825892857142857,1.0,0.7433992776444037,21.0
eclipse/deeplearning4j,0.0,0.0,,,0.0,49.0,20.0,137.0,9044.0,,14144.0,3859.0,761.0,639.0,5147.0,5786.0,42.0,434.0,4020.0,4496.0,0.0,765742.0,Java,False,False,False,True,2013-11-27T02:03:28Z,2025-11-24T12:47:28Z,2025-11-17 12:02:49+00:00,master,2838.0,79.0,329.0,1,True,True,1,1,776.0,3422.0,11,11,11,0.22676797194623027,0.8895610093328724,0.8941281138790036,0.09653024911032028,5.799092654460526,16,9.557116483735667,8.258422462458876,8.411165786770708,6.655440350367647,7.951207156472972,0.0,4.382026634673881,0.940625,0.39804687499999997,0.6873697916666666,0.6725523980362538,0.6006696428571429,1.0,0.7431074075447779,11.0
apache/solr,0.0,0.0,,,0.0,91.0,31.0,210.0,499671.0,,1511.0,790.0,53.0,0.0,0.0,0.0,233.0,681.0,2972.0,3886.0,0.0,604029.0,Java,False,False,False,False,2021-02-23T00:12:42Z,2025-11-24T14:58:26Z,2025-11-24 15:41:46+00:00,main,38549.0,435.0,282.0,1,True,True,1,1,1549.0,2734.0,21,21,21,0.5665691294806144,0.0,0.7647967061245496,0.1752444673185795,5.645446897643238,9,7.321188556739478,6.673297967767654,8.265392930852224,7.346010209913293,10.559711378991475,0.0,6.077642243349034,0.6232886904761904,0.5678013392857143,0.6316220238095238,0.8461200501726371,0.8614583333333333,1.0,0.7429660244479213,21.0
spring-cloud/spring-cloud-config,1.0,1.0,1.0,1.0,1.0,26.0,41.0,75.0,2288.0,72.82,2016.0,1310.0,183.0,200.0,1662.0,1862.0,12.0,393.0,836.0,1241.0,36.0,40787.0,Java,False,False,False,True,2014-06-13T16:59:44Z,2025-11-24T15:42:39Z,2025-11-24 15:42:35+00:00,main,2799.0,213.0,277.0,1,False,True,1,1,146.0,220.0,17,17,17,0.6636363636363637,0.8925886143931256,0.6736502820306205,0.3166800966962127,5.627621113690637,9,7.6093665379542115,7.1785454837637,7.124478262493424,4.990432586778736,7.937374696163295,3.6109179126442243,5.365976015021851,0.7015625,0.6371465773809525,0.5429129464285715,0.7723530674543232,0.7899553571428571,1.0,0.7414188100183429,17.0
kubernetes-client/java,,0.0,,,0.0,19.0,52.0,44.0,703.0,,3895.0,2059.0,102.0,33.0,1298.0,1331.0,14.0,490.0,2580.0,3084.0,55.0,63086.0,Java,False,False,False,True,2017-05-08T21:52:58Z,2025-11-24T14:18:50Z,2025-11-25 02:10:03+00:00,master,4637.0,186.0,263.0,1,False,True,1,1,124.0,2870.0,11,11,11,0.04320557491289199,0.9752066115702479,0.8365758754863813,0.15888456549935148,5.575949103146316,9,8.267705664762426,7.630461261783627,8.034306936339489,4.8283137373023015,8.442038517815478,4.02535169073515,5.231108616854587,0.8149553571428572,0.7534412202380952,0.6619419642857143,0.48176111126096965,0.7645833333333334,1.0,0.7413647569819091,11.0
projectlombok/lombok,,0.0,,,0.0,5.0,9.0,134.0,2577.0,,13335.0,2468.0,379.0,935.0,2445.0,3380.0,40.0,163.0,393.0,596.0,0.0,81131.0,Java,False,False,False,True,2009-06-08T19:46:41Z,2025-11-24T23:18:40Z,2025-10-19 01:29:34+00:00,master,3985.0,148.0,275.0,1,False,True,1,0,1464.0,436.0,11,11,11,3.3577981651376145,0.7233727810650887,0.6593959731543624,0.27348993288590606,5.62040086571715,46,9.49822242443063,7.81156848934518,6.391917113392602,7.289610521451167,8.29054350077274,0.0,5.003946305945459,0.9224702380952381,0.31841517857142854,0.3978422619047619,0.9738181781398361,0.7266369047619048,0.5,0.7412186814397208,11.0
undertow-io/undertow,1.0,1.0,,,0.0,18.0,8.0,67.0,2329.0,,3722.0,1049.0,190.0,0.0,0.0,0.0,75.0,491.0,1279.0,1845.0,13.0,28316.0,Java,False,False,False,False,2012-07-19T00:52:44Z,2025-11-20T07:16:03Z,2025-11-20 16:49:42+00:00,main,6045.0,194.0,309.0,1,False,True,1,1,563.0,907.0,17,17,17,0.6207276736493936,0.0,0.6932249322493225,0.2661246612466125,5.736572297479192,13,8.222285073872717,6.956545443151569,7.520776415062797,6.335054251498059,8.707152175339404,2.6390573296152584,5.272999558563747,0.7756324404761904,0.4246651785714286,0.5783482142857141,0.8302186173751979,0.7898809523809524,1.0,0.7409177495818946,17.0
janusgraph/janusgraph,1.0,0.0,1.0,1.0,1.0,78.0,51.0,77.0,1604.0,,5673.0,1211.0,216.0,513.0,1123.0,1636.0,68.0,508.0,2228.0,2804.0,28.0,60713.0,Java,False,False,False,True,2016-12-26T13:26:29Z,2025-11-24T12:36:30Z,2025-11-21 11:06:36+00:00,master,7381.0,171.0,172.0,1,False,True,1,1,336.0,1023.0,1.8,1.8,1.8,0.3284457478005865,0.6864303178484108,0.7945791726105563,0.181169757489301,5.153291594497779,12,8.643649615368796,7.10002716662926,7.9391588179567965,5.820082930352362,8.906799883589944,3.367295829986474,5.147494476813453,0.8305059523809524,0.5265066964285714,0.6324776785714286,0.6845853451841462,0.7008928571428572,1.0,0.7405603987960366,8.0
jenkinsci/configuration-as-code-plugin,1.0,1.0,0.0,0.0,1.0,7.0,29.0,26.0,620.0,40.94,2771.0,746.0,76.0,109.0,742.0,851.0,12.0,372.0,1500.0,1884.0,110.0,6278.0,Java,False,False,False,True,2017-10-20T12:43:10Z,2025-11-24T13:32:47Z,2025-11-24 13:32:43+00:00,master,2016.0,872.0,226.0,1,False,False,0,1,144.0,71.0,21,21,21,2.028169014084507,0.8719153936545241,0.7961783439490446,0.19745222929936307,5.424950017481403,9,7.927324360309794,6.616065185132817,7.541683099882111,4.976733742420574,7.6093665379542115,4.709530201312334,6.771935555839602,0.7117559523809522,0.6569382440476191,0.6068638392857143,0.7112441105596318,0.8813988095238094,0.75,0.7393949190089554,21.0
arduino/arduino,,0.0,1.0,1.0,1.0,23.0,41.0,188.0,17206.0,,14478.0,6998.0,1083.0,642.0,9246.0,9888.0,99.0,699.0,716.0,1514.0,37.0,1387855.0,Java,False,False,False,True,2010-09-17T19:10:36Z,2025-11-24T21:33:47Z,2025-10-11 09:27:40+00:00,master,7377.0,268.0,587.0,1,False,True,1,1,42.0,235.0,1,1,1,0.17872340425531916,0.9350728155339806,0.47291941875825627,0.4616908850726552,6.376726947898627,54,9.58045460278142,8.85352256068954,7.323170717943469,3.7612001156935624,8.906257878156621,3.6375861597263857,5.594711379601839,0.9501488095238095,0.5348958333333333,0.5473958333333333,0.5111339083405266,0.8726190476190476,1.0,0.739178566370846,1.0
apache/groovy,1.0,1.0,1.0,1.0,1.0,17.0,27.0,149.0,5734.0,,5400.0,1913.0,226.0,0.0,0.0,0.0,24.0,1166.0,1141.0,2331.0,0.0,232308.0,Java,False,False,False,False,2015-04-16T07:00:05Z,2025-11-24T15:39:44Z,2025-11-24 02:45:15+00:00,master,21983.0,400.0,345.0,1,True,True,1,1,330.0,1429.0,11,11,11,0.23093072078376486,0.0,0.4894894894894895,0.5002145002145002,5.846438775057725,10,8.594339400592892,7.5569505720129,7.754481547470383,5.802118375377063,9.998070195022075,0.0,5.993961427306569,0.8485119047619047,0.48558407738095233,0.6003720238095238,0.6398395914256941,0.8744047619047619,1.0,0.7391265645230903,11.0
dspace/dspace,1.0,1.0,,,0.0,50.0,67.0,60.0,334311.0,,1022.0,1392.0,112.0,627.0,5306.0,5933.0,223.0,1196.0,4222.0,5641.0,83.0,182975.0,Java,False,False,False,True,2012-03-16T21:44:52Z,2025-11-24T22:55:10Z,2025-11-24 22:57:09+00:00,main,21857.0,248.0,383.0,1,False,True,1,1,693.0,2939.0,17,17,17,0.23579448792106159,0.8943199056126748,0.7484488565857118,0.21201914554157064,5.950642552587727,9,6.930494765951626,7.239214973779806,8.637993891561942,6.542471960506805,9.992322266236618,4.430816798843313,5.517452896464707,0.5852678571428571,0.803813244047619,0.6656063988095239,0.6732505889440369,0.8392113095238095,1.0,0.7384177439621998,17.0
apache/zeppelin,0.0,1.0,1.0,0.0,1.0,53.0,70.0,212.0,31047.0,,6587.0,2829.0,302.0,0.0,0.0,0.0,73.0,4479.0,567.0,5119.0,0.0,112809.0,Java,False,False,False,False,2015-03-25T07:00:06Z,2025-11-24T06:13:19Z,2025-11-21 21:48:28+00:00,master,5591.0,464.0,693.0,1,False,True,1,0,259.0,574.0,11,11,11,0.45121951219512196,0.0,0.11076382105880055,0.874975581168197,6.542471960506805,12,8.79300509129753,7.948031990637284,8.540909718033554,5.560681631015528,8.629092283913646,0.0,6.142037405587356,0.8809523809523809,0.38930431547619043,0.6533854166666666,0.7256880192598187,0.9167410714285715,0.5,0.7382505018387643,11.0
killbill/killbill,1.0,1.0,,,0.0,31.0,2.0,101.0,4622.0,,5216.0,877.0,133.0,220.0,1030.0,1250.0,9.0,127.0,780.0,916.0,150.0,681706.0,Java,False,False,False,True,2012-10-21T20:55:05Z,2025-11-24T13:49:02Z,2025-11-24 07:30:15+00:00,master,10199.0,45.0,67.0,1,False,True,1,1,608.0,1080.0,11,11,11,0.562962962962963,0.824,0.851528384279476,0.13864628820960698,4.219507705176107,10,8.559677803022392,6.777646593635117,6.821107472256465,6.411818267709897,9.230142999272362,5.017279836814924,3.828641396489095,0.8006324404761904,0.7011346726190476,0.5108444940476191,0.8134209556178967,0.2617559523809524,1.0,0.7365741749163789,11.0
asynchttpclient/async-http-client,0.0,0.0,0.0,0.0,1.0,9.0,54.0,83.0,2464.0,,6395.0,1594.0,347.0,95.0,1244.0,1339.0,13.0,170.0,585.0,768.0,8.0,19156.0,Java,False,False,False,True,2011-03-07T13:41:46Z,2025-11-24T01:47:12Z,2025-11-19 20:42:59+00:00,main,4294.0,178.0,284.0,1,False,True,1,0,161.0,183.0,11,11,11,0.8797814207650273,0.9290515309932785,0.76171875,0.22135416666666666,5.652489180268651,14,8.763428073953845,7.374629015218945,6.645090969505644,5.087596335232384,8.365206834418355,2.1972245773362196,5.187385805840755,0.8587053571428571,0.512109375,0.4630952380952381,0.8210050712127752,0.7679315476190476,0.5,0.7365421904222414,11.0
sofastack/sofa-boot,,0.0,1.0,0.0,1.0,47.0,30.0,332.0,3804.0,,5080.0,1271.0,311.0,10.0,424.0,434.0,2.0,106.0,815.0,923.0,82.0,4881.0,Java,False,False,False,True,2018-04-02T08:28:14Z,2025-11-24T08:30:25Z,2025-11-24 08:30:20+00:00,master,665.0,44.0,63.0,1,False,True,1,1,425.0,441.0,17,17,17,0.963718820861678,0.9769585253456221,0.8829902491874323,0.11484290357529794,4.1588830833596715,10,8.533263371593732,7.148345743900068,6.828712071641684,6.054439346269371,6.501289670540389,4.418840607796598,3.8066624897703196,0.8205357142857141,0.5628534226190476,0.524813988095238,0.889788339807222,0.24620535714285713,1.0,0.7345211176899006,17.0
traccar/traccar,1.0,1.0,1.0,1.0,1.0,101.0,73.0,38.0,2085.0,15.48,6683.0,3020.0,321.0,396.0,4176.0,4572.0,91.0,321.0,710.0,1122.0,64.0,24746.0,Java,False,False,False,True,2012-04-16T08:33:49Z,2025-11-24T23:37:22Z,2025-11-24 14:05:42+00:00,master,9408.0,198.0,373.0,1,False,False,0,0,409.0,1010.0,17,17,17,0.404950495049505,0.9133858267716536,0.6327985739750446,0.28609625668449196,5.924255797414532,9,8.807471889715284,8.013343181386672,7.023758954738443,6.016157159698354,9.149421957006766,4.174387269895637,5.293304824724492,0.8855654761904761,0.7717447916666667,0.5038318452380952,0.5800382813623939,0.8081101190476191,0.25,0.7339139602215509,17.0
junit-team/junit4,1.0,0.0,1.0,1.0,1.0,47.0,44.0,108.0,4761.0,83.91,8524.0,3288.0,570.0,0.0,836.0,836.0,0.0,438.0,472.0,910.0,13.0,24410.0,Java,False,False,False,True,2009-01-13T03:41:26Z,2025-11-21T10:33:11Z,2025-11-07 17:30:15+00:00,main,2517.0,154.0,326.0,1,False,False,0,1,252.0,219.0,1.6,1.6,1.6,1.1506849315068493,1.0,0.5186813186813187,0.48131868131868133,5.7899601708972535,26,9.050758302151717,8.098338846189057,6.814542897259958,5.53338948872752,7.831220214604293,2.6390573296152584,5.043425116919247,0.9030505952380952,0.48296130952380956,0.4809895833333333,0.7224768131383974,0.7537946428571428,0.75,0.733154545546504,6.0
bumptech/glide,,1.0,1.0,1.0,1.0,4.0,19.0,176.0,3789.0,,34983.0,6186.0,1025.0,571.0,3936.0,4507.0,45.0,422.0,605.0,1072.0,54.0,97839.0,Java,False,False,False,True,2013-07-08T22:52:33Z,2025-11-24T12:09:28Z,2025-11-19 20:47:55+00:00,master,3070.0,166.0,262.0,1,False,False,0,1,240.0,483.0,17,17,17,0.4968944099378882,0.8733081872642556,0.5643656716417911,0.39365671641791045,5.572154032177765,14,10.462646093092756,8.73020559553099,6.9782137426306985,5.484796933490655,8.029758520440822,4.007333185232471,5.117993812416755,0.9795386904761905,0.5218563988095238,0.50546875,0.5884002751402676,0.7415178571428571,0.75,0.7328050539041144,17.0
docker-java/docker-java,1.0,1.0,1.0,1.0,1.0,12.0,10.0,206.0,6340.0,0.0,3142.0,1072.0,96.0,33.0,1055.0,1088.0,38.0,690.0,699.0,1427.0,61.0,5977.0,Java,False,False,False,True,2014-06-02T18:47:31Z,2025-11-24T20:38:16Z,2025-11-24 13:28:45+00:00,main,2234.0,219.0,356.0,1,False,True,1,1,156.0,540.0,8,8,8,0.28888888888888886,0.9696691176470589,0.4898388227049755,0.4835318850735809,5.877735781779639,9,8.052933036797567,6.9782137426306985,7.2640301428995295,5.056245805348308,7.711996507047669,4.127134385045092,5.393627546352362,0.753422619047619,0.6892671130952381,0.5440476190476191,0.6207163874802187,0.8171130952380952,1.0,0.7323777575843405,8.0
qos-ch/logback,1.0,0.0,,,0.0,,,,,58.45,3184.0,1334.0,142.0,115.0,75.0,190.0,208.0,269.0,231.0,708.0,6.0,30343.0,Java,False,False,False,True,2009-08-20T18:48:24Z,2025-11-24T22:18:37Z,2025-11-24 22:18:32+00:00,master,4698.0,126.0,451.0,1,False,True,1,1,447.0,679.0,11,11,11,0.658321060382916,0.39473684210526316,0.326271186440678,0.3799435028248588,6.113682179832232,9,8.066207568006265,7.19668657083435,6.5638555265321274,6.104793232414985,8.455104999102815,1.9459101490553132,4.844187086458591,0.7702380952380952,0.5323846726190476,0.4055059523809524,0.8360977175046757,0.7340773809523811,1.0,0.7308064234237881,11.0
openlineage/openlineage,,0.0,1.0,0.0,1.0,92.0,26.0,293.0,161520.0,,2191.0,398.0,45.0,263.0,879.0,1142.0,29.0,581.0,2369.0,2979.0,92.0,68562.0,Java,False,False,False,True,2020-10-24T21:45:05Z,2025-11-25T00:25:47Z,2025-11-24 13:05:08+00:00,main,2963.0,154.0,163.0,1,True,True,1,1,359.0,617.0,17,17,17,0.5818476499189628,0.7697022767075307,0.7952332997650218,0.19503188989593823,5.099866427824199,9,7.692569648067906,5.988961416889864,7.9996785794994505,5.886104031450156,7.994294986415977,4.532599493153256,5.043425116919247,0.62578125,0.6395275297619047,0.6496651785714286,0.8012671850273343,0.6738839285714285,1.0,0.7307948468520716,17.0
apache/tinkerpop,1.0,0.0,,,0.0,6.0,17.0,269.0,13041.0,,2086.0,841.0,95.0,0.0,0.0,0.0,29.0,1226.0,2020.0,3275.0,0.0,236439.0,Java,False,False,False,False,2015-02-07T08:00:05Z,2025-11-24T18:44:04Z,2025-11-24 18:43:59+00:00,master,21641.0,226.0,280.0,1,True,True,1,0,752.0,1101.0,11,11,11,0.6830154405086285,0.0,0.616793893129771,0.37435114503816797,5.638354669333745,9,7.643482907077201,6.7357800142423265,8.09437844497296,6.6240652277998935,9.982391150131594,0.0,5.424950017481403,0.6776041666666666,0.556640625,0.6430803571428572,0.857997837541361,0.7989583333333333,0.5,0.7304667212901023,11.0
ctripcorp/apollo,1.0,0.0,1.0,0.0,1.0,83.0,54.0,132.0,30960.0,61.16,29711.0,10221.0,1247.0,145.0,3225.0,3370.0,4.0,341.0,1463.0,1808.0,41.0,56806.0,Java,False,False,False,True,2016-03-04T10:24:23Z,2025-11-24T16:07:34Z,2025-11-16 08:53:17+00:00,master,2972.0,174.0,282.0,1,False,False,0,1,173.0,499.0,1.8,1.8,1.8,0.3466933867735471,0.956973293768546,0.8091814159292036,0.1886061946902655,5.645446897643238,18,10.299306283592488,9.232297539328226,7.500529485395295,5.159055299214529,7.997326822998097,3.7376696182833684,5.1647859739235145,0.9805059523809523,0.5309151785714286,0.6059151785714285,0.5023296445655302,0.760342261904762,0.75,0.7303387355461444,8.0
apolloconfig/apollo,1.0,0.0,1.0,1.0,1.0,83.0,54.0,132.0,30960.0,47.67,29711.0,10221.0,1247.0,145.0,3225.0,3370.0,4.0,341.0,1463.0,1808.0,41.0,56806.0,Java,False,False,False,True,2016-03-04T10:24:23Z,2025-11-24T16:07:34Z,2025-11-16 08:53:17+00:00,master,2972.0,174.0,282.0,1,False,False,0,1,173.0,499.0,1.8,1.8,1.8,0.3466933867735471,0.956973293768546,0.8091814159292036,0.1886061946902655,5.645446897643238,18,10.299306283592488,9.232297539328226,7.500529485395295,5.159055299214529,7.997326822998097,3.7376696182833684,5.1647859739235145,0.9805059523809523,0.5309151785714286,0.6059151785714285,0.5023296445655302,0.760342261904762,0.75,0.7303387355461444,8.0
dependencytrack/dependency-track,1.0,0.0,1.0,1.0,1.0,0.0,4.0,51.0,1026.0,32.03,3381.0,690.0,71.0,934.0,1440.0,2374.0,75.0,326.0,1935.0,2336.0,74.0,112433.0,Java,False,False,False,True,2013-07-16T19:16:43Z,2025-11-24T16:12:03Z,2025-11-24 08:02:33+00:00,master,6548.0,157.0,237.0,1,True,True,1,1,216.0,473.0,21,21,21,0.45665961945031713,0.6065711878685762,0.8283390410958904,0.13955479452054795,5.472270673671475,10,8.126222529458525,6.53813982376767,7.756623334538858,5.37989735354046,8.787067645218054,4.31748811353631,5.062595033026967,0.7298735119047618,0.5932477678571428,0.6091517857142857,0.7157938156380377,0.7232886904761905,1.0,0.7302616979571285,21.0
sofastack/sofa-rpc,0.0,0.0,1.0,1.0,1.0,68.0,76.0,63.0,1352.0,,3915.0,1201.0,244.0,25.0,630.0,655.0,12.0,166.0,679.0,857.0,65.0,3882.0,Java,False,False,False,True,2018-04-09T03:32:04Z,2025-11-19T03:06:17Z,2025-11-17 08:27:59+00:00,master,607.0,93.0,112.0,1,False,True,1,1,641.0,569.0,1.8,1.8,1.8,1.1265377855887522,0.9618320610687023,0.7922987164527421,0.19369894982497082,4.727387818712341,17,8.272826003650401,7.091742115095153,6.754604099487962,6.464588303689961,6.410174881966167,4.189654742026425,4.543294782270004,0.7898065476190476,0.45541294642857144,0.48694196428571423,0.9151734013091642,0.49687499999999996,1.0,0.7295466985415768,8.0
sonarsource/sonar-java,0.0,1.0,1.0,1.0,1.0,24.0,21.0,167.0,9853.0,,1186.0,706.0,75.0,0.0,0.0,0.0,6.0,878.0,4478.0,5362.0,136.0,73069.0,Java,False,False,False,False,2012-09-04T15:53:13Z,2025-11-24T10:01:31Z,2025-11-24 10:02:46+00:00,master,9360.0,142.0,211.0,1,False,True,1,1,1462.0,2592.0,21,21,21,0.5640432098765432,0.0,0.835136143230138,0.1637448713166729,5.356586274672012,10,7.079184394609668,6.561030665896573,8.587278798982926,7.288244401020124,9.144307401371744,4.919980925828125,4.962844630259907,0.5728422619047618,0.6093563988095237,0.6994419642857144,0.8431185710689111,0.6920386904761906,1.0,0.7286237647910373,21.0
apache/shiro,1.0,0.0,0.0,0.0,1.0,51.0,17.0,109.0,2598.0,,4410.0,2315.0,216.0,23.0,104.0,127.0,12.0,481.0,1741.0,2234.0,15.0,31679.0,Java,False,False,False,True,2009-08-29T08:00:17Z,2025-11-21T17:59:25Z,2025-11-24 18:32:55+00:00,main,4340.0,87.0,133.0,1,False,True,1,1,208.0,649.0,11,11,11,0.3204930662557781,0.8188976377952756,0.779319606087735,0.2153088630259624,4.897839799950911,9,8.39185670010494,7.7475968386928855,7.711996507047669,5.342334251964811,8.375860015299594,2.772588722239781,4.477336814478207,0.8311755952380953,0.6080171130952381,0.6195684523809524,0.6507770352287441,0.5141369047619048,1.0,0.7279993183309956,11.0
jooby-project/jooby,,1.0,1.0,0.0,1.0,11.0,1.0,58.0,1696.0,,1761.0,202.0,49.0,12.0,1717.0,1729.0,0.0,269.0,1805.0,2074.0,164.0,76635.0,Java,False,False,False,True,2014-10-20T02:03:16Z,2025-11-24T20:37:40Z,2025-11-24 20:37:43+00:00,main,6922.0,95.0,126.0,1,False,True,1,0,692.0,650.0,21,21,21,1.0646153846153845,0.9930595720069404,0.8702989392478303,0.12970106075216972,4.844187086458591,9,7.474204806496124,5.313205979041787,7.637716432664798,6.541029999189903,8.842604480678025,5.10594547390058,4.564348191467836,0.5251488095238095,0.8494233630952381,0.6311755952380952,0.9153054079449,0.5197172619047619,0.5,0.727903732938606,21.0
alibaba/spring-cloud-alibaba,1.0,1.0,,,0.0,17.0,21.0,81.0,4263.0,,28883.0,8502.0,952.0,160.0,2364.0,2524.0,40.0,405.0,1096.0,1541.0,50.0,55843.0,Java,False,False,False,True,2017-12-01T20:49:15Z,2025-11-24T15:30:47Z,2025-11-05 11:40:23+00:00,2025.1.x,2609.0,200.0,339.0,1,True,True,1,0,96.0,363.0,17,17,17,0.2644628099173554,0.936608557844691,0.7112264763140818,0.2628163530175211,5.8289456176102075,28,10.271043087571073,9.048174321385792,7.340835554123275,4.574710978503383,7.867105500316739,3.9318256327243257,5.303304908059076,0.9761160714285713,0.4920386904761905,0.5634300595238095,0.5863350372248597,0.800595238095238,0.5,0.7274003515681197,17.0
alibaba/sentinel,1.0,0.0,1.0,1.0,1.0,46.0,41.0,214.0,20700.0,,22994.0,8149.0,771.0,694.0,1637.0,2331.0,135.0,480.0,512.0,1127.0,26.0,8527.0,Java,False,False,False,True,2018-04-04T06:37:33Z,2025-11-24T13:01:52Z,2025-11-13 16:38:58+00:00,1.8,842.0,207.0,388.0,1,False,True,1,1,303.0,906.0,17,17,17,0.3344370860927152,0.7022737022737022,0.45430346051464066,0.4259094942324756,5.963579343618446,20,10.043032079974024,9.005773206234908,7.028201432058005,5.717027701406222,6.736966958001855,3.295836866004329,5.337538079701318,0.9675595238095238,0.3009672619047619,0.5012276785714286,0.6798030409293627,0.8163690476190476,1.0,0.7272331263037692,17.0
sonarsource/sonarqube,0.0,1.0,1.0,1.0,1.0,12.0,4.0,215.0,3816.0,,10056.0,2130.0,338.0,0.0,0.0,0.0,3.0,1209.0,2188.0,3400.0,67.0,964824.0,Java,False,False,False,False,2011-01-05T11:05:17Z,2025-11-25T00:36:25Z,2025-11-24 15:57:58+00:00,master,38607.0,294.0,248.0,0,False,False,0,1,2008.0,5866.0,17,17,17,0.34231162632117285,0.0,0.6435294117647059,0.35558823529411765,5.517452896464707,9,9.21602418844448,7.664346632098617,8.131824785007195,7.605392364814935,10.561214787864813,4.219507705176107,5.68697535633982,0.9021577380952379,0.6858444940476189,0.6490699404761905,0.45125004495756005,0.8211309523809524,0.5,0.725102317787009,17.0
apache/activemq-artemis,1.0,1.0,1.0,1.0,1.0,37.0,48.0,80.0,2790.0,,993.0,942.0,56.0,0.0,0.0,0.0,19.0,3261.0,2806.0,6086.0,0.0,110768.0,Java,False,False,False,False,2015-05-22T07:00:05Z,2025-11-24T19:36:08Z,2025-11-24 19:36:02+00:00,main,11851.0,269.0,325.0,1,False,True,1,0,2684.0,1985.0,17,17,17,1.3521410579345088,0.0,0.46105816628327306,0.5358199145580019,5.786897381366708,9,6.901737206656574,6.849066282633458,8.713910628493924,7.895436006942965,9.380251908693456,0.0,5.598421958998375,0.5558407738095238,0.5354352678571429,0.6702752976190476,0.9649903116458064,0.8398809523809524,0.5,0.7246162535066897,17.0
Netflix/Hystrix,,,,,,,,,,,24444.0,4720.0,1651.0,357.0,682.0,1039.0,53.0,84.0,677.0,814.0,79.0,9799.0,Java,False,False,False,True,2012-11-19T20:14:46Z,2025-11-25T00:53:50Z,2023-10-17 13:04:47+00:00,master,2119.0,866.0,208.0,1,False,True,1,1,132.0,279.0,1,1,1,0.4731182795698925,0.6564003849855631,0.8316953316953317,0.10319410319410319,5.342334251964811,778,10.104180975012746,8.459775920546287,6.703188113240863,4.890349128221754,7.659171367666058,4.382026634673881,6.7650389767805414,0.9622767857142857,0.303608630952381,0.4242559523809524,0.6954015159689253,0.8738095238095238,1.0,0.7242744861350885,1.0
